X,Y,patronyme_,objectid,numero_uai,appellatio,denominati,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,coordonnee,coordonn_1,epsg,latitude,longitude,appariemen,localisati,nature_uai,nature_u_1,etat_etabl,etat_eta_1,code_depar,code_regio,code_acade,code_commu,libelle_de,libelle_re,libelle_ac,secteur_pr,secteur__1,eff_1920,statut,dat_ferm,euroscol,eff_2021,eff_2122,eff_2223
2.92109682306771,50.4160804534592,DAVID MARCELLE,68,0622793Z,Collège David Marcelle,COLLEGE,Public,5 rue du Collège, , ,62420,BILLY MONTIGNY,BILLY-MONTIGNY,694384,7035393.9,EPSG:2154,50.41608045,2.92109682,Parfaite,Numéro de rue,340,COLLEGE,1,OUVERT,62,32,09,62133,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,524,Ouvert,,NON,523,522,
2.79889547998882,50.4381815619457,CLG JEAN JAURES,69,0622886A,Section d'enseignement général et professionnel adapté du Collège Jean Jaurès,SEGPA,Public,Rue MARGUERITE YOURCENAR, ,293,62305,LENS CEDEX,LENS,685692.5,7037871.3,EPSG:2154,50.43818156,2.79889548,Parfaite,Numéro de rue,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE,1,OUVERT,62,32,09,62498,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,0,Ouvert,,NON,0,0,
2.81441657119669,50.42542541072,VOLTAIRE,70,0622902T,Ecole maternelle Voltaire,ECOLE MATERNELLE PUBLIQUE,Public,Rue Saint-Valentin Cité 5, , ,62300,LENS,LENS,686793.4,7036447.6,EPSG:2154,50.42542541,2.81441657,Correcte,Rue,101,ECOLE MATERNELLE,1,OUVERT,62,32,09,62498,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,73,Ouvert,,NON,68,61,
2.71265675599199,50.3927807463798, ,71,0622990N,Ecole primaire,ECOLE PRIMAIRE PUBLIQUE,Public,Place de la Mairie, , ,62153,ABLAIN ST NAZAIRE,ABLAIN-SAINT-NAZAIRE,679538.7,7032832.9,EPSG:2154,50.39278075,2.71265676,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1,OUVERT,62,32,09,62001,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,178,Ouvert,,NON,181,181,
2.87376077120624,50.4277651516771,PIERRE BROSSOLETTE,72,0623016S,Collège Pierre Brossolette,COLLEGE,Public,105 rue Victor Hugo, , ,62221,NOYELLES SOUS LENS,NOYELLES-SOUS-LENS,691016.9,7036699.9,EPSG:2154,50.42776515,2.87376077,Parfaite,Numéro de rue,340,COLLEGE,1,OUVERT,62,32,09,62628,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,332,Ouvert,,NON,346,357,
2.91832957009038,50.4287649604018,JACQUES PREVERT,73,0623052F,Ecole maternelle Jacques Prévert,ECOLE MATERNELLE PUBLIQUE,Public,Rue Danielle Casanova, , ,62740,FOUQUIERES LES LENS,FOUQUIERES-LES-LENS,694188.5,7036807.1,EPSG:2154,50.42876496,2.91832957,Parfaite,Rue,101,ECOLE MATERNELLE,1,OUVERT,62,32,09,62351,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,130,Ouvert,,NON,112,137,
2.81847042462952,50.4832839498998,PAUL THELLIER - CENTRE,74,0623057L,Ecole primaire Paul Thellier - Centre,ECOLE PRIMAIRE PUBLIQUE,Public,Rue Pierre Malvoisin, , ,62410,HULLUCH,HULLUCH,687096.7,7042892.4,EPSG:2154,50.48328395,2.81847043,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1,OUVERT,62,32,09,62464,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,170,Ouvert,,NON,156,167,
2.81848208850732,50.4214725851891,JULES FASSIAUX,75,0623149L,Ecole primaire Jules Fassiaux,ECOLE PRIMAIRE PUBLIQUE,Public,Impasse Fassiaux, , ,62300,ELEU DIT LEAUWETTE,ELEU-DIT-LEAUWETTE,687081.7,7036006.6,EPSG:2154,50.42147259,2.81848209,Parfaite,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,1,OUVERT,62,32,09,62291,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,102,Ouvert,,NON,99,91,
2.76595405167249,50.4257587829152,VERONESE,76,0623160Y,Ecole maternelle Véronèse,ECOLE MATERNELLE PUBLIQUE,Public,RÉSIDENCE VERONESE,LES MARICHELLES, ,62800,LIEVIN,LIEVIN,683344.8,7036493.9,EPSG:2154,50.42575878,2.76595405,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1,OUVERT,62,32,09,62510,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,121,Ouvert,,NON,104,93,
2.71016417647854,50.464175165001,MARIE CURIE,77,0623162A,Ecole maternelle Marie Curie,ECOLE MATERNELLE PUBLIQUE,Public,Rue de la Somme, , ,62670,MAZINGARBE,MAZINGARBE,679390.4,7040786.6,EPSG:2154,50.46417517,2.71016418,Parfaite,Numéro de rue,101,ECOLE MATERNELLE,1,OUVERT,62,32,09,62563,Pas-de-Calais,Hauts-de-France,Lille,99,SANS OBJET,127,Ouvert,,NON,117,112,
